Round 4: Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREDICTIONS DUE: May 1 9:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FP1,,,,,,,,SPRINT QUALI,,,,,,,,SPRINT,,,,,,,,QUALI,,,,,,,,RACE,,,,,,
Position,Result,Dad,Mom,Quincey,Wynn,Paige,Rees,Position,Result,Dad,Mom,Quincey,Wynn,Paige,Rees,Position,Result,Dad,Mom,Quincey,Wynn,Paige,Rees,Position,Result,Dad,Mom,Quincey,Wynn,Paige,Rees,Position,Result,Dad,Mom,Quincey,Wynn,Paige,Rees
1,Leclerc,Piastri,Russell,Russell,Russell,Russell,Antonelli,1,Norris,Russell,Russell,Antonelli,Antonelli,Russell,Antonelli,1,Norris,Russell,Russell,Antonelli,Russell,Russell,Antonelli,1,Antonelli,Antonelli,Russell,Antonelli,Piastri,Antonelli,Russell,1,Antonelli,Antonelli,Russell,Antonelli,Russell,Russell,Russell
2,Verstappen,Russell,Antonelli,Antonelli,Leclerc,Antonelli,Russell,2,Antonelli,Antonelli,Antonelli,Russell,Russell,Antonelli,Russell,2,Piastri,Antonelli,Antonelli,Hamilton,Piastri,Leclerc,Russell,2,Verstappen,Russell,Antonelli,Russell,Verstappen,Russell,Norris,2,Norris,Russell,Antonelli,Russell,Antonelli,Antonelli,Antonelli
3,Piastri,Leclerc,Hamilton,Piastri,Piastri,Leclerc,Piastri,3,Piastri,Norris,Piastri,Hamilton,Leclerc,Leclerc,Leclerc,3,Leclerc,Norris,Hamilton,Russell,Leclerc,Hamilton,Piastri,3,Leclerc,Piastri,Hamilton,Leclerc,Russell,Leclerc,Antonelli,3,Piastri,Norris,Hamilton,Piastri,Verstappen,Piastri,Piastri
,SCORE,2,0,3,4,1,3,4,Leclerc,Hamilton,Hamilton,Piastri,Piastri,Hamilton,Piastri,4,Russell,Piastri,Piastri,Piastri,Antonelli,Antonelli,Hamilton,4,Norris,Norris,Piastri,Hamilton,Hamilton,Piastri,Piastri,4,Russell,Piastri,Piastri,Hamilton,Leclerc,Leclerc,Leclerc
,,,,,,,,5,Verstappen,Piastri,Norris,Leclerc,Norris,Piastri,Hamilton,5,Verstappen,Leclerc,Norris,Leclerc,Hamilton,Piastri,Leclerc,5,Russell,Leclerc,Leclerc,Piastri,Antonelli,Hamilton,Leclerc,5,Verstappen,Leclerc,Norris,Norris,Piastri,Norris,Hamilton
,,,,,,,,,SCORE,7,9,3,4,7,3,6,Antonelli,Hamilton,Leclerc,Norris,Norris,Norris,Norris,6,Hamilton,Hamilton,Norris,Norris,Leclerc,Norris,Hamilton,6,Hamilton,Hamilton,Leclerc,Leclerc,Hamilton,Hamilton,Norris
,,,,,,,,,,,,,,,,7,Hamilton,Bearman,Sainz,Verstappen,Verstappen,Lawson,Lawson,7,Piastri,Lindblad,Verstappen,Bearman,Norris,Lawson,Verstappen,7,Colapinto,Lindblad,Verstappen,Verstappen,Norris,Lawson,Verstappen
,,,,,,,,,,,,,,,,8,Gasly,Colapinto,Verstappen,Gasly,Bearman,Bearman,Verstappen,8,Colapinto,Verstappen,Hadjar,Hadjar,Bearman,Bearman,Bearman,8,Leclerc,Sainz,Hadjar,Lindblad,Hadjar,Verstappen,Bearman
,Other predictions:,,,,,,,Result,SCORE,,,,,,,,SCORE,25,21,29,41,25,28,9,Gasly,Hadjar,Sainz,Ocon,Gasly,Ocon,Lawson,9,Sainz,Verstappen,Sainz,Bearman,Bearman,Lindblad,Hadjar
Dad,1),Race on Sunday will be Red Flagged for at least 1h,,,,,,FALSE,0,,,,,,,,,,,,,,,10,Hulkenburg,Lawson,Albon,Verstappen,Hadjar,Verstappen,Hadjar,10,Albon,Hadjar,Albon,Hadjar,Gasly,Bearman,Lindblad
,2),Bernd Mayländer will lead the most laps in the race. ,,,,,,FALSE,,,,,,,,,,,,,,,,,SCORE,21,8,17,18,17,13,11,Bearman,Bearman,Hulkenburg,Bortoleto,Lawson,Gasly,Lawson
,3),Someone will be penalized for overweight,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,12,Bortoleto,Gasly,Bortoleto,Hulkenburg,Ocon,Hadjar,Ocon
Mom,1),,,,,,,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,13,Ocon,Lawson,Alonso,Lawson,Sainz,Hulkenburg,Hulkenburg
,2),,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,14,Lindblad,Bortoleto,Stroll,Ocon,Bortoleto,Ocon,Albon
,3),,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,15,Alonso,Alonso,Lawson,Colapinto,Colapinto,Bortoleto,Bortoleto
Quincey,1),Both cadillacs finish their first home grand prix!,,,,,,TRUE,3,,,,,,,,,,,,,,,,,,,,,,,16,Perez,Albon,Colapinto,Sainz,Hulkenburg,Colapinto,Sainz
,2),Colton herta mentioned by commentators during the Grand Prix,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,17,Stroll,Hulkenburg,Perez,Albon,Lindblad,Albon,Gasly
,3),DNF after contact in corner 11,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,18,Bottas,Colapinto,Bortoleto,Gasly,Stroll,Sainz,Colapinto
Wynn,1),Crash on lap 1,,,,,,TRUE,3,,,,,,,,,,,,,,,,,,,,,,,19,Hulkenburg,Ocon,Lindblad,Stroll,Alonso,Bottas,Bottas
,2),Crocodile on track,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,20,Lawson,Stroll,Gasly,Perez,Perez,Stroll,Perez
,3),Bug on windshield,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,21,Gasly,Perez,Incomplete,Bottas,Bottas,Perez,Alonso
Paige,1),Pedro Pascal on camera,,,,,,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,22,Hadjar,Bottas,Incomplete,Alonso,Albon,Stroll,Stroll
,2),Rear wing ruined,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,SCORE,205,165,140,105,135,120
,3),Cone on track is hit,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rees,1),redbull driver had 4+ second pit stop,,,,,,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2),both redbull second seat drivers finish above the first seat drivers,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3),f2 driver brought into the commentary box,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
